svk127,Ronalda Storks,28/11/2004,SVK,205,R
wal079,Jo-ann Capey,7/3/1996,WAL,201,L
wal080,Jayme Beecheno,28/1/1996,WAL,193,R
ecu097,Corbet Willstrop,4/12/1994,ECU,205,R
gha108,Cindi Broggelli,5/7/2002,GHA,203,R
ecu098,Baxter de Guerre,4/1/1993,ECU,171,R
den098,Abbie Peche,15/11/1993,DEN,204,R
wal081,Jone Maccree,16/7/1990,WAL,195,R
chi097,Susana Gudahy,13/4/2002,CHI,210,L
chi098,Alic Stennine,12/12/1994,CHI,187,L
slo100,Benedicta Ouver,17/10/1996,SLO,194,R
tur102,Renee Tewes,20/4/1991,TUR,187,L
aut107,Corbin Birrell,5/1/2004,AUT,194,L
arg114,Ermentrude Ivankov,15/10/1993,ARG,198,R
eng156,Lazar Ambroix,13/1/1993,ENG,209,R
ita101,Karry Tyrie,31/8/1999,ITA,197,L
ukr106,Isa Janu,7/9/2000,UKR,191,L
sui105,Matelda Perrelle,1/12/1999,SUI,204,L
mne098,Kira Verheyden,7/3/2000,MNE,181,R
cmr120,Pippy Culwen,4/4/1990,CMR,209,L
ger146,Nikolia Yakobowitz,9/8/1999,GER,197,L
svk128,Halley Laugier,29/11/1998,SVK,202,R
nor121,Kerianne Olyonov,22/2/1995,NOR,190,R
col110,Kathlin Kliesl,15/12/2002,COL,183,R
aut108,Deidre Brattell,19/12/1991,AUT,207,L
ger147,Lainey Rains,13/10/1995,GER,202,L
cro098,Pippa Yepiskopov,24/1/1993,CRO,189,L
bel112,Siana Beautyman,19/6/1996,BEL,184,R
hun100,Zebadiah Yacobsohn,29/6/1990,HUN,210,R
wal082,Delmer Escott,10/2/2000,WAL,178,R
kor090,Red Boshers,13/11/2004,KOR,181,R
sen108,Silvan Bohlens,4/2/1999,SEN,183,R
uru098,Arvie Lemary,15/11/1999,URU,180,L
arg115,Idalina Isoldi,21/5/2003,ARG,189,R
mne099,Nowell Battill,31/3/2001,MNE,199,L
nor122,Wendeline Kachel,21/1/1997,NOR,176,R
svk129,Paige Sheldrick,18/7/1998,SVK,181,L
col111,Philbert Dacre,29/12/1999,COL,174,L
cmr121,Clarice Pieters,10/12/2001,CMR,174,R
nor123,Gerald Vreiberg,3/7/2003,NOR,201,L
wal083,Breanne Wareham,25/2/1996,WAL,170,L
mne100,Noelani Hadgraft,22/8/2004,MNE,172,R
bra108,Yvette Canadine,29/10/1997,BRA,190,R
mne101,Hetti Waskett,17/4/1993,MNE,179,R
sui106,Marten Cleaton,25/8/2001,SUI,201,L
ned112,Nessie Redford,13/9/2001,NED,196,R
bel113,Eliot Jedrachowicz,15/7/1991,BEL,190,L
bur115,Ganny Eloy,13/10/1991,BUR,192,L
kor091,Egan Rosettini,4/7/1998,KOR,210,L
sen109,Sheffield Sharper,25/8/1993,SEN,170,L
srb104,Johna Jillins,18/2/2004,SRB,176,L
gha109,Lyndsay Dudman,10/9/2001,GHA,174,R
cmr122,Cloris Hartill,3/1/1991,CMR,199,R
fra108,Marietta Testin,18/11/1998,FRA,201,R
ned113,Syd Ledgeway,11/5/1999,NED,190,L
swe096,Patsy Rocks,24/6/2001,SWE,171,R
can121,Aurelia Grain,16/4/2001,CAN,170,R
eng157,Eda Shearn,7/1/1999,ENG,192,L
sen110,Harry Braine,20/6/1992,SEN,210,L
tur103,Valencia Luckes,4/12/1999,TUR,181,L
mne102,Gabriela Blakeborough,9/9/1996,MNE,178,L
bra109,Orsola MacNulty,6/6/2001,BRA,204,L
wal084,Vance Pozzi,8/4/1994,WAL,187,L
bel114,Burk Sammons,31/12/1999,BEL,194,R
ger148,Arlette Chippindale,21/4/1996,GER,182,L
col112,Carleton Rusbridge,3/12/1996,COL,198,L
tur104,Charla Raspison,7/9/1993,TUR,177,R
sen111,Staci Sellens,18/12/1994,SEN,184,R
col113,Anita Halley,7/10/1993,COL,199,R
wal085,Thurstan Terzo,15/4/1994,WAL,190,L
ita102,Salomi Scaddon,28/7/1995,ITA,192,R
ger149,Redford Jaskiewicz,11/12/1998,GER,200,R
jap102,Saundra Cossey,2/11/1991,JAP,186,R
gha110,Berget Camock,22/8/1991,GHA,192,L
sco110,Cammie Cuolahan,18/1/2001,SCO,173,L
mar102,Lilla Hartill,16/4/1999,MAR,170,L
hun101,Maxie Bilovus,25/2/1995,HUN,172,R
hun102,Eleni James,18/5/1996,HUN,179,R
kor092,Marrissa Sharvell,5/2/2001,KOR,176,R
mne103,Mela Milson,14/7/1991,MNE,210,R
ukr107,Clovis Byron,12/4/1998,UKR,201,L
esp116,Heidie Birks,20/4/1995,ESP,190,R
ecu099,Clemence Kippie,19/5/2002,ECU,174,R
fra109,Curt Cordeix,26/10/2003,FRA,208,L
gha111,Shawn Shoulders,27/12/1991,GHA,178,L
sui107,Silva Tumayan,29/11/2001,SUI,185,R
swe097,Julita Apps,5/4/1996,SWE,207,R
srb105,Corrie Bernat,9/10/1997,SRB,178,L
ger150,Garrot MacSherry,2/10/2004,GER,179,L
den099,Mack Alvarado,9/12/1994,DEN,209,R
sen112,Roze Kersaw,5/1/2001,SEN,199,R
sco111,Marcos Scole,22/6/1998,SCO,181,R
esp117,Yard Lamy,29/1/1994,ESP,203,L
gha112,Alberta Lanphier,16/5/1998,GHA,194,R
bel115,Laverna Shilleto,17/4/1993,BEL,190,L
uru099,Bebe Montrose,22/2/1996,URU,184,R
jap103,Philis Summerfield,13/3/1993,JAP,177,L
aut109,Patricia Gillopp,16/10/1990,AUT,202,R
kor093,Shalna Taillard,28/2/1997,KOR,204,L
col114,Evelin Belding,23/8/1995,COL,176,R
slo101,Ricca Samuels,11/12/2002,SLO,200,L
col115,Shaine Cato,18/7/1993,COL,204,R
srb106,Reggie Emps,3/7/2002,SRB,197,L
mne104,Gladi Hinstock,12/6/1999,MNE,173,L
swe098,Drona Josuweit,1/9/2003,SWE,173,R
jap104,Raimondo Pagel,7/12/1995,JAP,175,R
eng158,Rick Lenz,12/9/1992,ENG,186,L
sui108,Steffi Benezet,28/12/1999,SUI,179,R
bel116,Johann Semered,9/6/1994,BEL,198,L
cmr123,Winny De La Cote,24/5/1994,CMR,203,L
arg116,Livvie Ashworth,10/1/2004,ARG,179,R
slo102,Norina Skechley,16/4/2003,SLO,170,L
mne105,Robyn Yoxall,2/8/1992,MNE,175,R
mne106,Eryn Goncalo,27/5/1999,MNE,174,L
den100,Kippie Jarnell,19/10/1996,DEN,170,R
esp118,Orville Galpen,14/1/2002,ESP,181,R
fra110,Zaria Devonshire,9/1/2002,FRA,201,L
por117,Danette Henningham,14/9/1995,POR,210,L
svk130,Minne Kembery,12/3/1997,SVK,188,R
arg117,Rania Kerbey,19/6/2001,ARG,203,R
egy113,Aprilette Rysom,9/11/1990,EGY,204,L
srb107,Felic Minchi,24/7/1996,SRB,205,R
ita103,Meggy Fane,22/12/1995,ITA,190,R
gha113,Bartholemy Daltry,28/6/1990,GHA,181,R
svk131,Sheffield Ghiroldi,1/10/1994,SVK,208,R
ita104,Brock Jilliss,16/8/1999,ITA,202,L
eng159,Karisa Frusher,31/12/1996,ENG,188,L
por118,Onfre Rosengart,28/1/1990,POR,196,R
can122,Arri Nower,28/5/2004,CAN,176,R
eng160,Marion Reeve,10/11/2000,ENG,193,L
sen113,Nisse Heaseman,27/7/1990,SEN,184,R
col116,Delbert Jowling,25/6/2002,COL,172,L
esp119,Jourdain Manuelli,23/1/1991,ESP,170,L
aut110,Clayson Dodson,25/1/2004,AUT,193,R
egy114,Ardith Foffano,11/10/1991,EGY,178,L
swe099,Nick Wither,13/7/1994,SWE,175,R
cmr124,Benjie Jirsa,6/2/1994,CMR,199,L
egy115,Caralie Barthelmes,24/10/2001,EGY,207,L
bel117,Averil Ravenhill,16/10/1992,BEL,176,L
ger151,Hobart McCrisken,16/4/1998,GER,182,L
bel118,Tresa Tuft,15/9/1995,BEL,201,R
bur116,Tiffie O'Dennehy,8/9/1996,BUR,204,L
ita105,Prescott Firminger,30/8/1992,ITA,201,R
col117,Arleyne Hemms,31/1/1993,COL,185,L
ned114,Jojo Cartan,26/9/1999,NED,171,R
srb108,Cecilia Ottam,5/10/2000,SRB,176,L
arg118,Melania Royds,10/10/1994,ARG,182,R
ita106,Worth Pulham,15/10/1991,ITA,205,L
swe100,Roi Giacovetti,9/1/1992,SWE,175,L
eng161,Doroteya Askew,27/5/1992,ENG,200,R
nor124,Winnie Fernandez,13/9/1993,NOR,195,L
sco112,Berte Polotti,7/9/1998,SCO,175,L
swe101,Henry Keaton,25/7/1991,SWE,201,L
chi099,Carey Comberbach,21/8/2001,CHI,203,R
tur105,Howard Hoovart,7/4/2001,TUR,173,L
cmr125,Morrie McCall,18/2/2003,CMR,177,L
wal086,Frasier Philipsohn,9/3/1996,WAL,176,R
bel119,Ransell Ricson,25/10/1996,BEL,195,R
por119,Moe Georgiades,10/5/1990,POR,187,R
por120,Fons Tassell,18/6/1993,POR,187,L
den101,Brand Glass,20/12/2000,DEN,192,L
sui109,Ameline Di Antonio,8/7/1992,SUI,206,L
svk132,Anna Aird,17/8/1991,SVK,176,R
sen114,Lori Cianelli,2/11/1991,SEN,201,R
egy116,Delmer Orteaux,10/4/1999,EGY,174,L
kor094,Madelina D'eath,14/10/1992,KOR,175,R
cmr126,Elwira Le Maitre,22/1/1990,CMR,192,R
ukr108,Krystyna Sauvage,20/4/1999,UKR,177,R
svk133,Maren Stainburn,27/1/1993,SVK,187,R
den102,Quintana Ridsdole,7/1/1994,DEN,178,L
col118,Durante Jakubovsky,16/1/1995,COL,197,L
bel120,Margaretta Hawkshaw,10/12/2002,BEL,196,L
ecu100,Fran Font,19/1/2003,ECU,184,L
ecu101,Katlin Hairsine,15/7/1990,ECU,188,R
egy117,Cristin Legging,11/12/2002,EGY,201,R
ecu102,Reinaldos Emmot,11/5/1997,ECU,206,L
esp120,Chiquita Faulconer,11/1/2002,ESP,207,R
nor125,Uriah Hellens,22/12/1999,NOR,171,R
den103,Levey Peirone,11/2/2000,DEN,198,R
esp121,Cristal Niemiec,17/12/1990,ESP,178,L
mne107,Ken Coggon,11/8/1997,MNE,173,R
fra111,Abba Chatenier,1/1/1990,FRA,202,R
nor126,Katherine Akester,17/12/1992,NOR,202,L
gha114,Niccolo Bernadon,20/2/1998,GHA,187,L
svk134,Truman Atyea,11/11/1993,SVK,186,R
bel121,Arlee Scamel,21/4/1993,BEL,207,L
aut111,Eada Taylorson,16/2/1999,AUT,193,L
slo103,Hewet Wethered,17/12/1997,SLO,171,L
fra112,Joell Bresner,26/7/2001,FRA,185,R
por121,Loretta Rowlinson,5/5/1991,POR,199,L
ita107,Kissie Naisey,31/8/1998,ITA,188,L
pol095,Martelle Daily,29/1/1990,POL,186,L
srb109,Shay Guislin,23/8/2002,SRB,172,R
tur106,Felisha Romanin,3/2/1990,TUR,197,R
mar103,Gusti Dedney,11/9/1998,MAR,207,L
wal087,Terrye Indge,8/7/2000,WAL,199,L
ecu103,Rhys Vaines,30/4/2002,ECU,204,R
srb110,Chris Geaney,9/10/1992,SRB,200,R
hun103,Rikki Lefridge,3/7/1993,HUN,176,R
arg119,Bella Hegge,18/2/2000,ARG,187,L
uru100,Cathyleen Halso,29/9/1998,URU,189,R
bra110,Phylys Lilloe,13/5/1992,BRA,180,R
aut112,Tate Darlison,30/1/2000,AUT,206,L
cro099,Clywd Van de Castele,8/7/1992,CRO,188,R
mne108,Ali Hoffman,16/8/1993,MNE,201,L
pol096,Taber Kropp,18/5/2004,POL,195,L
por122,Greggory Darlington,12/2/2004,POR,180,R
por123,Allison Youell,18/5/1991,POR,192,L
kor095,Estel Tredget,24/7/1999,KOR,186,R
mne109,Bertha Crus,6/10/2002,MNE,202,L
srb111,Michelle Gummer,22/5/1998,SRB,174,R
bra111,Nessy Castelyn,5/9/1993,BRA,175,L
bur117,Arne But,2/8/1995,BUR,189,R
mne110,Shantee Gent,3/6/1996,MNE,188,R
bel122,Vera Eger,19/4/1999,BEL,203,R
ita108,Rene Shickle,11/12/1994,ITA,194,L
pol097,Pavlov Kinchlea,14/9/1998,POL,182,R
cmr127,Alexa Najafian,9/5/2001,CMR,197,R
sui110,Caryl Scarasbrick,19/5/1995,SUI,193,L
ecu104,Berta Addams,24/5/1995,ECU,191,R
ned115,Maurine Sabine,2/9/1998,NED,188,L
wal088,Taddeo Gaiford,9/4/2000,WAL,208,R
ned116,Salomi Macon,31/1/1991,NED,178,L
cro100,Rodrigo Stourton,29/6/2003,CRO,182,R
sco113,Ignazio Achrameev,16/11/2000,SCO,209,L
bur118,Enrika Burder,14/3/2002,BUR,185,R
chi100,Clair Vlies,27/1/1993,CHI,191,L
pol098,Marcella Learie,15/11/2003,POL,194,L
cro101,Maressa Pavlata,3/3/1993,CRO,170,L
ger152,Egbert Carnduff,18/8/2000,GER,176,R
bel123,Noland Thomazet,7/10/1994,BEL,173,R
ita109,Austina Jurisch,22/10/1994,ITA,193,L
bur119,Dodi Allridge,20/9/2004,BUR,210,R
hun104,Galvin Galea,17/1/1994,HUN,188,L
nor127,Michaela Sisnett,15/1/1997,NOR,185,L
mne111,Noemi McIlmurray,26/4/1993,MNE,207,L
srb112,Arther Antonov,10/2/1990,SRB,183,R
sen115,Dacey Stilgoe,30/1/1994,SEN,197,R
aut113,Billy Carmen,12/3/1998,AUT,194,R
ned117,Wynnie Ramirez,25/1/1990,NED,179,L
eng162,Fielding Boatswain,29/6/1997,ENG,190,L
hun105,Prent Upwood,6/3/1995,HUN,205,R
cmr128,Melisent Lapidus,14/6/1996,CMR,209,R
slo104,Darby Stollard,11/7/1998,SLO,190,R
slo105,Harris Bannon,21/1/1998,SLO,206,L
aut114,Reine Males,7/1/1991,AUT,171,L
egy118,Darci McCue,15/9/1994,EGY,187,L
mne112,Ronni Atcherley,10/12/1996,MNE,202,R
bel124,Manfred Windress,4/5/2001,BEL,179,R
aut115,Vanny Gathercoal,15/3/1995,AUT,202,L
uru101,Wally Richen,18/2/1991,URU,177,R
svk135,Tabbie Euplate,30/7/1992,SVK,185,L
eng163,Callie Newbery,7/11/1997,ENG,181,L
aut116,Elfrida Ferbrache,20/11/1992,AUT,190,L
esp122,Marleah Alishoner,28/12/1998,ESP,189,R
ukr109,Elisha Klas,25/1/2001,UKR,201,R
mar104,Diandra Morrowe,24/7/2004,MAR,170,L
sui111,Douglas Canceller,26/5/1992,SUI,201,L
bur120,Carrissa Sorsby,3/5/1998,BUR,204,L
den104,Giacopo Cuffin,1/7/1996,DEN,192,R
mar105,Lynde McTeague,1/8/1998,MAR,207,R
bra112,Lief Oles,28/3/1996,BRA,193,R
den105,Byrle McLauchlin,1/11/1998,DEN,202,R
por124,Gregorio Scholfield,4/4/1996,POR,184,L
bel125,Bettine Rymill,6/12/2004,BEL,171,L
can123,Hunt Sweeny,31/3/2001,CAN,204,L
nor128,Jessie Wadie,16/8/2002,NOR,206,L
ecu105,Holly Lapley,16/7/2004,ECU,209,L
por125,Dewain Rafferty,13/9/2001,POR,195,L
col119,Sella Ashpital,18/12/1992,COL,208,R
sen116,Patti Askam,16/8/1993,SEN,192,L
sen117,Bertina Vido,31/12/1999,SEN,210,R
sui112,Malinda Basile,30/8/2001,SUI,171,R
can124,Eloisa Toll,6/3/1997,CAN,201,R
ita110,Ethelin Khomishin,12/4/1995,ITA,181,L
fra113,Lara De Robertis,9/5/1991,FRA,181,L
can125,Barnie Switsur,6/8/1997,CAN,171,R
bel126,Patty Knowlman,3/7/2004,BEL,172,L
sui113,Bethina Buttrick,6/5/2000,SUI,179,L
bra113,Spense Pimblotte,4/3/2002,BRA,190,L
ned118,Bonnie Iddison,4/7/2004,NED,195,R
slo106,Chico Palffy,6/9/2004,SLO,205,L
sui114,Eba Mulles,29/4/1999,SUI,172,L
tur107,Mina Penchen,27/3/1990,TUR,192,L
kor096,Marice Klempke,10/2/1995,KOR,189,L
tur108,Tucker Bezemer,9/10/1998,TUR,207,L
ger153,Tommy Martinez,13/8/1997,GER,171,R
cmr129,Agustin O'Collopy,7/3/1991,CMR,190,L
ita111,Waylen McPeake,4/9/1992,ITA,191,L
cmr130,Thoma Filyaev,31/1/1997,CMR,192,L
bel127,Gardie Battershall,9/10/1995,BEL,208,L
svk136,Josiah Orhtmann,18/12/2001,SVK,210,L
bel128,Nikolai Egglestone,8/1/1994,BEL,210,R
swe102,Aurore Labrenz,7/7/1997,SWE,177,R
cmr131,Dwain Astall,22/10/2001,CMR,208,R
egy119,Noby Emsley,9/10/1991,EGY,176,R
ecu106,Ashli Sherme,24/9/1998,ECU,203,L
aut117,Nancie Swatheridge,21/8/1999,AUT,208,R
ecu107,Maryl Ellerey,24/12/1991,ECU,200,L
den106,Daryl Kennerknecht,15/3/2000,DEN,176,L
ukr110,Bell Arderne,28/6/2002,UKR,174,R
ned119,Caleb Scrivner,15/3/1995,NED,182,R
bra114,Freda McRorie,1/3/1992,BRA,191,L
arg120,Othella Reynolds,4/11/2002,ARG,194,L
jap105,Hieronymus Sissot,13/5/1994,JAP,191,R
chi101,Paulie Harcase,30/9/1996,CHI,174,L
ger154,Clio Dineges,10/6/1990,GER,184,R
bel129,Sal Greenhill,3/10/2003,BEL,173,R
cmr132,Charmane Mobley,18/9/2004,CMR,175,R
hun106,Edouard O'Scully,7/3/2003,HUN,200,L
esp123,Rea Harg,31/10/1995,ESP,185,L
mne113,Janifer Toby,2/9/2003,MNE,191,L
cmr133,Callida Farenden,4/10/1992,CMR,177,L
col120,Nicko Hedan,14/2/2003,COL,187,L
mne114,Joshua Harnes,18/6/1998,MNE,207,R
ita112,Grady Ceaser,6/9/1998,ITA,198,L
sui115,Hymie Saile,7/9/2002,SUI,170,L
srb113,Ruggiero Brambell,27/5/2004,SRB,193,R
tur109,Abeu De Ambrosi,22/7/1994,TUR,189,R
pol099,Brad Simonin,24/7/1996,POL,183,L
ecu108,Riley Kadar,16/6/1990,ECU,174,L
ukr111,Tiffi Moulson,9/5/2001,UKR,171,R
ned120,Hammad Colclough,29/1/2003,NED,170,R
por126,Isahella Shortall,26/10/2001,POR,206,R
pol100,Clem Pheasant,12/3/1998,POL,194,L
ned121,Winfield Fitzsymon,30/12/2003,NED,185,R
ita113,L;urette Melly,19/8/1995,ITA,203,R
ger155,Serena Byng,14/5/1998,GER,208,R
ecu109,Essy Goncaves,30/3/2001,ECU,209,L
bra115,Clotilda Pendered,27/5/1990,BRA,192,R
hun107,Solomon Ida,24/7/1990,HUN,205,R
cmr134,Heath MacCorley,6/1/1998,CMR,187,R
arg121,Wilona Dorrity,13/7/2002,ARG,190,R
col121,Derry Hanhardt,14/5/2002,COL,201,R
sen118,Vera Boobyer,12/8/2003,SEN,177,L
den107,Fabiano Haslock,28/10/2001,DEN,173,L
ned122,Orelee Thurley,29/8/1991,NED,195,L
tur110,Ellsworth Witcher,2/6/1996,TUR,194,R
sco114,Ignaz Ikringill,4/6/1991,SCO,200,R
ger156,Fey Sciusscietto,10/6/1990,GER,201,L
mar106,Alfreda Cockton,31/7/1997,MAR,173,L
tur111,Crystal Adamec,20/10/1995,TUR,200,L
bel130,Gerard Kilbourn,9/12/2003,BEL,198,L
egy120,Ole Beardsley,19/9/2001,EGY,171,L
hun108,Lea Tinham,23/12/2002,HUN,189,R
fra114,Genny Trehearne,8/1/1992,FRA,195,L
can126,Gaylord Le Friec,25/8/1993,CAN,175,L
mne115,Mitchell Kleinstern,23/11/1991,MNE,189,R
aut118,Elli Guilfoyle,26/8/1998,AUT,176,R
sco115,Cory Bingley,11/4/1990,SCO,197,L
cmr135,Danell Haggarty,7/7/2003,CMR,185,R
srb114,Johnna Tesoe,26/12/1996,SRB,202,R
ukr112,Kerwinn Comi,1/3/1997,UKR,200,R
wal089,Hazel Rushman,27/5/1996,WAL,196,L
can127,Wylie Klainman,20/8/2001,CAN,194,L
slo107,Elvera Mearns,24/6/1999,SLO,171,R
ita114,Lelia Flint,12/4/2003,ITA,202,L
bel131,Tanitansy Pragnell,29/12/2002,BEL,177,R
col122,Tris Woolaston,1/6/1998,COL,182,R
bel132,Rozelle Harmant,14/1/1993,BEL,190,R
ger157,Verena Alsobrook,19/12/2001,GER,193,R
den108,Mary Leinweber,19/6/2003,DEN,171,L
hun109,Barn Couling,21/4/1999,HUN,201,R
uru102,Aubert Holburn,3/7/1994,URU,201,L
sen119,Arda Impleton,2/4/2003,SEN,180,L
ger158,Susi Rickardes,8/7/1994,GER,193,L
col123,Maurise Bellas,20/9/1991,COL,180,R
swe103,Berrie Vanichev,3/8/2001,SWE,170,L
sco116,Kamila Gault,29/9/1998,SCO,195,L
ukr113,Inessa Vasnev,9/8/1996,UKR,174,R
sui116,Floyd Basset,7/12/1999,SUI,190,L
tur112,Thorpe Bunkle,30/4/2000,TUR,203,R
ukr114,Del Meardon,20/7/2000,UKR,205,L
gha115,Frederick Geldeford,1/2/1995,GHA,210,L
por127,Agretha Oman,22/3/2004,POR,200,L
wal090,Tamera Brosnan,2/3/1999,WAL,203,L
tur113,Deirdre Sam,31/8/2003,TUR,172,L
col124,Frans Keogh,18/11/1997,COL,202,L
kor097,Rowena Crozier,25/5/1996,KOR,196,L
bra116,Matteo Sharpe,10/12/1991,BRA,186,L
bra117,Noella Penkman,12/6/1996,BRA,201,R
sco117,Ellerey Attarge,17/9/1997,SCO,170,R
ecu110,Marlo Kibbye,24/2/1998,ECU,186,R
esp124,Karoline Humbey,17/12/1990,ESP,207,R
bur121,Ezekiel Afonso,9/2/1993,BUR,172,R
hun110,Zachary Gilligan,18/4/1998,HUN,174,L
kor098,Hope Lello,18/5/1998,KOR,171,L
bur122,Kassey Bellard,17/2/2003,BUR,184,R
fra115,Yves Waight,21/10/1998,FRA,207,R
col125,Minny Burford,4/12/1992,COL,206,L
wal091,Cornelle Connelly,6/3/2004,WAL,197,L
eng164,Nikki Sculpher,21/9/1990,ENG,187,L
por128,Keelby Nafziger,19/9/2001,POR,175,R
den109,Nowell Gissop,8/8/1991,DEN,195,R
ita115,Rowen Januszewski,14/2/2003,ITA,180,R
mne116,Prisca Fortin,29/12/2004,MNE,197,R
chi102,Frank Rockell,26/9/1992,CHI,198,L
bra118,Vanni Peres,26/6/1994,BRA,202,L
gha116,Hanson Minto,13/7/2002,GHA,196,R
esp125,Myrle Rye,11/2/1995,ESP,202,L
slo108,Sandor Wildber,16/2/1993,SLO,210,L
esp126,Shaughn Haly,20/10/1995,ESP,175,L
can128,Allen Leathard,9/1/1998,CAN,178,R
swe104,Waring Lautie,20/4/2001,SWE,204,L
can129,Winona Rustadge,15/5/1994,CAN,191,L
nor129,Bradley Longwood,14/10/1999,NOR,210,R
pol101,Monique Heggs,19/1/1990,POL,188,L
sui117,Sven Wilhelmy,10/9/2004,SUI,173,L
slo109,Bernadine Pursehouse,29/6/1996,SLO,176,R
den110,Phil Dumphrey,19/10/2004,DEN,187,L
egy121,Bab Gossage,2/10/1999,EGY,208,L
pol102,Helene Pleavin,14/3/1994,POL,197,R
wal092,Cam Rockwell,25/12/1997,WAL,173,L
mar107,Urbanus Minichillo,9/6/2003,MAR,193,L
swe105,Darnall Witcombe,17/9/1991,SWE,205,L
egy122,Dulcine Hizir,22/6/1993,EGY,180,R
mar108,Tait Croasdale,29/4/1995,MAR,205,L
ukr115,Danya Philcock,6/1/1995,UKR,182,R
bra119,Addison Laybourn,25/9/1995,BRA,189,R
cro102,Katharina Worland,23/12/2002,CRO,207,L
srb115,Jewelle McKissack,23/7/2004,SRB,190,R
mar109,Claretta Doust,25/6/2000,MAR,196,L
den111,Vale Sigert,4/10/1993,DEN,178,R
pol103,Gloriane Wooller,10/3/1994,POL,171,L
jap106,Sibella Morphew,13/6/1992,JAP,179,L
sco118,Andros Gudgin,25/4/1991,SCO,180,L
arg122,Lorrie Churchill,22/9/1994,ARG,205,R
mne117,Betti Rameaux,12/10/1994,MNE,201,L
eng165,Suzann Wraith,19/2/1996,ENG,204,L
sen120,Yuma Halbord,7/1/2002,SEN,177,L
ecu111,Duffie Sykes,10/10/2000,ECU,199,R
gha117,Westbrook Batts,27/1/1991,GHA,193,L
hun111,Lois Gossage,23/12/1990,HUN,205,L
cro103,Karola Sikorski,17/1/1998,CRO,207,R
fra116,Vance Wraxall,26/6/1994,FRA,171,R
ger159,Dewitt Debenham,21/1/2000,GER,186,R
can130,Joshua Boshard,28/10/2001,CAN,173,R
por129,Owen Gillio,17/8/2004,POR,177,R
aut119,Florinda Pickersail,9/10/1998,AUT,194,R
bur123,Etienne Petrowsky,10/8/1991,BUR,173,L
aut120,Royall Hesse,14/6/2004,AUT,174,L
den112,Antonia Outibridge,14/11/1990,DEN,209,R
srb116,Ana Brewood,30/12/1993,SRB,200,L
can131,Ethelind Horche,7/1/2004,CAN,184,L
ecu112,Alexei Beardshaw,14/6/1999,ECU,194,L
uru103,Emlynne Malyj,10/11/1994,URU,175,R
ecu113,Marve Jordison,23/11/1995,ECU,179,L
hun112,Siouxie Fullegar,24/1/2001,HUN,182,L
srb117,Alena Dorian,17/11/2004,SRB,170,R
nor130,Merill Lidington,19/1/1998,NOR,203,L
ecu114,Bradley Trevenu,30/10/1990,ECU,199,L
ita116,Lem Lauderdale,1/9/1997,ITA,202,L
chi103,Lissy McGaraghan,18/10/2001,CHI,204,L
eng166,Garnet Scalia,6/3/1992,ENG,191,R
sco119,Tommie Careswell,5/4/1996,SCO,178,L
tur114,Lorelle Bisley,14/9/1991,TUR,206,R
eng167,Barnebas Ezzle,11/10/1993,ENG,172,R
hun113,Merola Dohms,2/3/1997,HUN,179,R
eng168,Hilarius Alekseicik,20/5/1999,ENG,191,R
ecu115,Katheryn Danielsohn,28/5/1999,ECU,208,L
mne118,Randolph Vergine,22/10/1997,MNE,183,R
fra117,Peter Domino,8/11/1997,FRA,207,R
fra118,Barron Ibeson,4/6/1999,FRA,181,R
pol104,Helyn Tammadge,11/12/1998,POL,187,R
ecu116,Jonas Putten,19/3/1999,ECU,201,R
srb118,Wiley Canfield,6/7/1991,SRB,206,R
bel133,Gerardo Cuxon,2/7/2002,BEL,206,L
cmr136,Renaud Webland,2/8/2001,CMR,181,R
sco120,Cornelia Robberts,18/12/2000,SCO,199,L
aut121,Caryl Best,10/10/1991,AUT,209,L
esp127,Erminie Minihane,3/9/1994,ESP,175,L
arg123,Dru McKeney,15/8/2004,ARG,188,L
nor131,Aluino Thorsby,28/5/1995,NOR,209,L
jap107,Sigvard Gwyer,27/6/1992,JAP,209,L
mar110,Hal Chippindale,20/5/2000,MAR,208,R
col126,Cori Banbury,3/9/2000,COL,194,R
bra120,Lorant McQuaid,26/4/1992,BRA,209,L
ecu117,Lissie Chestnutt,27/12/1994,ECU,195,L
kor099,Clemmy Pantling,29/9/2003,KOR,180,R
bur124,Elisa Wadsworth,8/1/1995,BUR,188,L
can132,Dulcea Dunbabin,28/10/1993,CAN,170,R
svk137,Garwin Franscioni,1/12/1990,SVK,170,L
sui118,Roseline Culvey,3/4/2003,SUI,178,R
ecu118,Kelcey Trimmell,22/12/2004,ECU,203,R
can133,Livvyy Hartas,22/8/2003,CAN,176,L
tur115,Donnajean Nolin,31/5/1993,TUR,192,R
uru104,Otha Ethelston,15/5/1993,URU,178,R
egy123,Jo Austing,3/8/1999,EGY,171,L
sen121,Odille Ciobotaro,18/7/2002,SEN,184,R
ger160,Chrisse Flade,21/9/1998,GER,186,R
slo110,Bendite Speedy,30/1/2001,SLO,180,L
bur125,Constantine Monksfield,21/4/1993,BUR,206,R
ger161,Pierre Bothen,10/3/1993,GER,192,L
nor132,Elene Cowherd,9/12/1995,NOR,182,L
bur126,Guillema Burndred,27/10/2000,BUR,196,L
sco121,Malissa Dunge,19/4/2002,SCO,196,R
arg124,Nicola Collocott,2/10/1994,ARG,204,L
nor133,Huey Klemz,19/8/1995,NOR,186,L
